ID;SAFRA;CEP;IDADE;GENERO;RENDA;SCORE_F1;SCORE_F2;IND_BOM
5120;201909;13843099;22;M;2400.0;665.0;634.0;0
5121;201907;13309824;21;F;4000.0;703.0;730.0;0
5122;201906;92420070;56;F;9000.0;850.0;795.0;0
5123;201908;17514310;23;F;1200.0;791.0;703.0;1
5124;201909;15270000;22;M;1500.0;406.0;558.0;1
5125;201908;13601344;21;M;1200.0;2.0;686.0;1
5126;201906;13414212;22;M;2000.0;864.0;707.0;1
5127;201905;11900000;21;M;3000.0;693.0;658.0;1
5128;201909;69918286;54;M;13000.0;557.0;749.0;1
5129;201907;78130714;48;F;4000.0;485.0;666.0;1
5130;201908;78250000;51;F;3000.0;566.0;717.0;1
5131;201909;7957070;22;M;2500.0;580.0;617.0;1
5132;201908;78080055;50;M;4200.0;568.0;624.0;1
5133;201906;89506445;53;M;5800.0;420.0;631.0;0
5134;201909;4257145;23;F;1855.0;686.0;682.0;1
5135;201905;99150000;53;F;2175.0;317.0;720.0;1
5136;201907;13187046;21;M;1500.0;744.0;706.0;1
5137;201907;18060390;23;F;2000.0;602.0;587.0;0
5138;201908;74956250;53;F;3000.0;777.0;766.0;1
5139;201905;50781735;42;M;6000.0;675.0;547.0;0
5140;201905;68626225;44;F;3500.0;531.0;769.0;1
5141;201907;5603000;51;M;3700.0;693.0;631.0;1
5142;201906;91225000;53;M;5000.0;669.0;798.0;0
5143;201906;9422050;21;M;1943.0;322.0;692.0;1
5144;201908;15370000;22;M;2443.69;780.0;737.0;1
5145;201909;7809040;21;M;1400.0;500.0;609.0;1
5146;201906;2366050;23;M;1775.0;471.0;734.0;1
5147;201909;17523150;21;M;2500.0;464.0;609.0;0
5148;201907;18054040;21;M;2469.0;457.0;589.0;1
5149;201907;79822335;52;M;2500.0;755.0;662.0;0
5150;201907;84900000;55;M;9000.0;900.0;899.0;1
5151;201909;40435480;52;M;6012.0;143.0;657.0;1
5152;201908;88320000;54;M;4500.0;610.0;657.0;1
5153;201908;13100218;23;M;2500.0;322.0;657.0;1
5154;201906;6867302;21;F;2500.0;563.0;555.0;0
5155;201908;13150698;22;M;2000.0;577.0;670.0;1
5156;201908;8285010;21;M;1620.0;669.0;694.0;1
5157;201909;45836000;51;F;3126.0;137.0;741.0;0
5158;201909;13481111;23;F;2600.0;753.0;715.0;1
5159;201909;18078005;22;M;2000.0;702.0;730.0;1
5160;201907;3388060;21;F;3550.0;431.0;732.0;1
5161;201909;12228128;21;F;1500.0;429.0;614.0;0
5162;201909;1226030;21;F;2500.0;865.0;560.0;0
5163;201907;9250260;23;F;2800.0;708.0;716.0;1
5164;201908;1224040;22;F;2000.0;697.0;621.0;1
5165;201907;4115000;22;M;2400.0;708.0;626.0;1
5166;201909;63870000;47;F;7045.0;579.0;699.0;1
5167;201908;11740000;22;F;1347.0;596.0;608.0;0
5168;201907;13091050;22;M;3000.0;397.0;500.0;0
5169;201905;3312000;22;F;2402.0;745.0;613.0;1
5170;201909;7159630;23;F;1700.0;672.0;561.0;1
5171;201906;83402000;57;M;2500.0;534.0;767.0;1
5172;201909;69800000;45;M;3500.0;419.0;864.0;1
5173;201909;14440000;22;F;1200.0;574.0;663.0;1
5174;201909;96211630;53;F;7000.0;689.0;739.0;1
5175;201906;11722150;22;F;2100.0;618.0;629.0;1
5176;201909;75084210;54;M;3000.0;758.0;748.0;1
5177;201908;87709390;57;M;10288.0;769.0;714.0;1
5178;201906;2554000;22;M;3000.0;825.0;617.0;1
5179;201907;78420000;49;M;2500.0;459.0;698.0;1
5180;201909;54160270;53;F;1890.0;76.0;527.0;0
5181;201906;35588000;55;M;3038.0;703.0;593.0;1
5182;201909;13847180;21;F;2500.0;451.0;416.0;0
5183;201909;75400000;51;F;5000.0;453.0;825.0;0
5184;201909;65110000;48;F;3000.0;568.0;636.0;1
5185;201909;75640000;49;M;4000.0;509.0;577.0;1
5186;201907;13650000;22;M;1500.0;535.0;666.0;1
5187;201907;60533120;48;M;1220.0;643.0;614.0;0
5188;201905;76974000;45;F;3500.0;828.0;661.0;1
5189;201905;80045110;56;M;14000.0;540.0;689.0;1
5190;201905;5330011;21;M;1400.0;566.0;641.0;1
5191;201907;70655616;51;F;5200.0;392.0;651.0;1
5192;201906;11432080;21;F;3200.0;635.0;660.0;1
5193;201907;16207023;21;M;2000.0;604.0;709.0;0
5194;201908;68020510;46;F;1790.0;665.0;643.0;1
5195;201907;13505293;21;M;2000.0;485.0;703.0;1
5196;201909;20920380;48;F;3272.24;735.0;618.0;1
5197;201905;29146200;39;F;3449.0;820.0;638.0;1
5198;201906;12244440;21;M;2000.0;514.0;633.0;1
5199;201907;76820376;44;F;1990.0;350.0;643.0;1
5200;201906;6770210;21;M;1600.0;434.0;637.0;0
5201;201909;3239050;12;M;1500.0;198.0;490.0;0
5202;201906;45330000;50;M;3000.0;744.0;568.0;0
5203;201909;79051300;47;F;7000.0;710.0;766.0;1
5204;201908;65130000;46;F;4200.0;851.0;698.0;1
5205;201909;13732375;21;M;1613.0;496.0;596.0;1
5206;201905;78068727;49;M;3000.0;621.0;614.0;1
5207;201906;38400702;56;M;3505.0;582.0;668.0;1
5208;201905;13179347;55;M;5456.0;618.0;718.0;1
5209;201907;62115000;46;M;4000.0;599.0;782.0;1
5210;201909;21715395;60;M;5000.0;735.0;672.0;0
5211;201907;89803003;56;F;4000.0;514.0;718.0;1
5212;201905;88113720;57;F;4000.0;770.0;717.0;1
5213;201908;95061700;49;M;5000.0;683.0;631.0;0
5214;201908;88123001;60;F;2700.0;822.0;750.0;1
5215;201908;14900000;54;M;11100.0;570.0;565.0;0
5216;201907;78250000;46;F;2800.0;817.0;881.0;1
5217;201906;94170000;54;F;3100.0;524.0;644.0;1
5218;201909;74340080;49;M;15000.0;529.0;657.0;1
5219;201907;74543390;49;M;2900.0;638.0;671.0;1
5220;201907;74543390;49;M;2900.32;364.0;671.0;1
5221;201906;79130000;52;F;3400.0;568.0;738.0;1
5222;201908;62030002;46;M;7500.0;665.0;807.0;1
5223;201907;72015605;49;M;16300.0;622.0;730.0;1
5224;201909;81220370;58;F;2000.0;450.0;636.0;0
5225;201907;72920226;48;F;3600.0;831.0;703.0;1
5226;201905;44420000;51;F;1880.0;260.0;638.0;0
5227;201908;92032440;50;F;1700.0;621.0;664.0;1
5228;201909;79902496;46;M;2500.0;719.0;774.0;1
5229;201908;37002000;54;F;10000.0;775.0;671.0;1
5230;201905;95680000;55;F;2000.0;568.0;600.0;1
5231;201908;39868000;56;M;13402.0;836.0;658.0;0
5232;201906;62800000;48;F;4000.0;448.0;633.0;1
5233;201906;88730000;55;M;28000.0;772.0;742.0;1
5234;201905;50780200;52;M;1800.0;146.0;638.0;1
5235;201907;95112270;55;M;6000.0;556.0;762.0;1
5236;201908;21044727;61;M;4000.0;654.0;716.0;1
5237;201906;13525000;69;F;3500.0;185.0;731.0;1
5238;201909;41320545;54;F;7695.82;451.0;651.0;1
5239;201906;68920000;39;F;5500.0;577.0;558.0;0
5240;201909;18070650;55;M;4000.0;892.0;823.0;1
5241;201905;70346030;49;M;6000.0;781.0;671.0;0
5242;201908;71699116;48;F;5000.0;733.0;799.0;1
5243;201908;3050040;47;M;1541.16;548.0;605.0;1
5244;201905;4112002;36;F;4000.0;591.0;685.0;1
5245;201906;38445240;53;M;4000.0;952.0;586.0;0
5246;201909;38445240;53;M;5000.0;867.0;535.0;0
5247;201905;74310090;48;F;2350.0;714.0;726.0;1
5248;201907;69090643;38;M;2300.0;752.0;850.0;1
5249;201907;76880000;38;M;8600.0;696.0;624.0;1
5250;201908;74000000;48;M;1500.0;398.0;583.0;1
5251;201908;49045773;50;M;1300.0;671.0;817.0;0
5252;201907;62677000;45;M;3000.0;467.0;658.0;1
5253;201909;99010100;49;F;4000.0;834.0;812.0;1
5254;201907;82980020;56;F;1155.0;405.0;591.0;0
5255;201909;44250000;55;M;14000.0;856.0;585.0;0
5256;201909;95780000;47;M;4800.0;366.0;749.0;1
5257;201905;69000000;36;M;4000.0;836.0;683.0;1
5258;201907;37795000;50;M;5500.0;798.0;763.0;1
5259;201906;68900000;40;M;2500.0;193.0;569.0;0
5260;201908;70770743;48;F;11500.0;733.0;835.0;1
5261;201907;21741160;44;M;7000.0;825.0;764.0;1
5262;201907;66115190;36;M;2157.5;333.0;644.0;0
5263;201906;30555170;53;M;4500.0;456.0;616.0;1
5264;201906;69073310;34;M;5000.0;479.0;679.0;0
5265;201909;67145726;33;M;1400.0;364.0;514.0;0
5266;201908;67200000;32;M;2830.0;601.0;630.0;1
5267;201906;69085282;28;M;7000.0;675.0;580.0;1
5268;201907;69036725;31;M;3000.0;529.0;578.0;0
5269;201908;23025027;46;F;1800.0;545.0;593.0;1
5270;201905;96825529;51;M;2000.0;812.0;804.0;1
5271;201909;76850000;29;F;2500.0;317.0;659.0;0
5272;201905;74000000;44;M;7700.0;644.0;782.0;1
5273;201907;88495000;53;M;6000.0;865.0;638.0;1
5274;201908;21555350;61;F;2000.0;403.0;604.0;1
5275;201908;7231000;49;M;3200.0;233.0;776.0;1
5276;201907;68365000;12;M;3000.0;381.0;640.0;0
5277;201907;26297363;60;F;3003.0;657.0;767.0;1
5278;201907;91240001;47;M;4200.0;138.0;612.0;0
5279;201907;90240602;51;M;2150.0;850.0;638.0;1
5280;201908;98025100;47;F;5000.0;548.0;748.0;1
5281;201906;1307001;48;M;15000.0;856.0;690.0;1
5282;201907;72125600;49;F;7500.0;850.0;699.0;1
5283;201909;79580000;47;M;4479.0;677.0;620.0;1
5284;201909;79083490;44;M;2600.0;503.0;608.0;1
5285;201907;53300040;53;M;14500.0;671.0;750.0;1
5286;201907;60870665;45;F;1500.0;524.0;582.0;1
5287;201909;62600000;41;M;7500.0;373.0;754.0;1
5288;201906;95625000;61;M;8500.0;353.0;613.0;1
5289;201908;64604090;48;M;13062.0;777.0;779.0;1
5290;201908;78055255;45;F;14800.0;823.0;739.0;1
5291;201908;78320000;45;F;5000.0;775.0;769.0;1
5292;201907;96745000;47;M;15000.0;632.0;658.0;1
5293;201909;44032401;49;F;3500.0;752.0;745.0;1
5294;201908;69307243;43;F;5000.0;528.0;608.0;0
5295;201906;72308814;45;F;1300.0;517.0;610.0;1
5296;201908;13178840;54;M;6800.0;714.0;811.0;1
5297;201908;85905590;52;F;4000.0;702.0;915.0;1
5298;201909;26120120;63;F;2300.0;926.0;784.0;1
5299;201908;61635025;40;F;2929.0;579.0;899.0;1
5300;201909;76380000;46;F;4350.0;470.0;809.0;1
5301;201905;38307096;58;M;7000.0;814.0;733.0;1
5302;201905;12226670;53;M;10000.0;747.0;755.0;1
5303;201907;93224130;47;M;5693.0;543.0;797.0;1
5304;201907;95013090;43;M;6000.0;777.0;831.0;1
5305;201905;90410006;50;F;7000.0;529.0;663.0;1
5306;201906;71805544;46;M;14563.35;643.0;651.0;0
5307;201908;95707250;50;M;3200.0;434.0;728.0;1
5308;201909;69921752;46;F;6487.0;336.0;662.0;1
5309;201909;79240000;48;M;7800.0;347.0;670.0;1
5310;201908;41760140;48;M;3500.0;749.0;749.0;1
5311;201906;96020150;52;F;3700.0;688.0;746.0;1
5312;201907;12380000;65;M;20000.0;395.0;607.0;1
5313;201909;12380000;65;M;25000.0;772.0;545.0;1
5314;201905;76974000;48;F;3603.66;546.0;625.0;0
5315;201909;87030020;54;M;30000.0;828.0;689.0;1
5316;201908;93055000;48;M;5000.0;405.0;706.0;0
5317;201907;88034050;51;M;15000.0;892.0;777.0;1
5318;201907;24717191;42;M;6000.0;473.0;734.0;0
5319;201908;78715192;48;M;3100.0;517.0;629.0;0
5320;201907;81925580;53;M;4500.0;884.0;688.0;1
5321;201909;69057490;43;F;3000.0;758.0;580.0;1
5322;201908;93542290;47;M;3500.0;968.0;754.0;0
5323;201908;92030340;48;M;5000.0;230.0;500.0;0
5324;201906;31730300;54;M;2200.0;330.0;688.0;1
5325;201907;86010500;45;F;5000.0;876.0;646.0;1
5326;201909;41750100;44;M;6750.0;934.0;669.0;0
5327;201908;30620100;52;M;2000.0;582.0;764.0;1
5328;201906;86060070;53;F;5000.0;881.0;718.0;0
5329;201907;74935570;46;F;6000.0;636.0;632.0;0
5330;201908;68530000;41;F;1800.0;478.0;613.0;1
5331;201909;31845430;53;M;3000.0;282.0;596.0;0
5332;201906;69921695;42;M;2300.0;531.0;734.0;1
5333;201905;83501610;52;M;5000.0;608.0;553.0;1
5334;201909;94445700;52;F;1600.0;423.0;652.0;1
5335;201907;34505020;56;F;13000.0;489.0;756.0;1
5336;201905;98404440;51;M;5000.0;602.0;702.0;1
5337;201906;74343120;44;F;5000.0;707.0;764.0;1
5338;201909;45651630;47;F;3000.0;562.0;596.0;1
5339;201908;26175020;58;M;4500.0;605.0;571.0;0
5340;201908;90250268;50;F;6200.0;878.0;728.0;1
5341;201908;93819024;47;M;5000.0;699.0;626.0;1
5342;201908;76630000;43;F;1800.0;736.0;717.0;1
5343;201906;51021130;52;M;8000.0;168.0;694.0;1
5344;201907;49042330;45;M;2800.0;456.0;602.0;1
5345;201906;75813000;46;M;8500.0;344.0;637.0;0
5346;201909;49980000;45;M;2000.0;271.0;746.0;1
5347;201909;69074640;42;M;7200.0;493.0;595.0;1
5348;201908;14164106;48;M;3000.0;423.0;772.0;0
5349;201908;14164106;48;M;3000.0;498.0;772.0;0
5350;201907;89500479;51;M;3500.0;317.0;656.0;1
5351;201906;22241020;61;F;30000.0;646.0;675.0;1
5352;201907;5624030;67;M;5086.0;783.0;761.0;1
5353;201906;89560370;48;F;3972.0;683.0;739.0;1
5354;201909;76932000;43;F;2000.0;806.0;800.0;1
5355;201907;41213250;50;M;5734.2;493.0;687.0;0
5356;201907;44770000;46;M;3000.0;582.0;830.0;1
5357;201908;69029130;42;M;2500.0;568.0;740.0;0
5358;201906;65036370;31;M;1823.0;612.0;541.0;0
5359;201907;65036370;31;M;1793.0;534.0;584.0;0
5360;201908;60870090;32;M;1500.0;2.0;589.0;0
5361;201909;60730245;31;M;1800.0;524.0;639.0;0
5362;201908;5187631;52;M;2500.0;507.0;636.0;1
5363;201905;2918190;28;F;3300.0;277.0;698.0;1
5364;201907;89062420;52;F;3400.0;912.0;855.0;1
5365;201909;69318140;12;M;4000.0;797.0;567.0;0
5366;201907;94045210;47;M;6000.0;369.0;600.0;0
5367;201906;66065122;42;M;4000.0;177.0;758.0;1
5368;201907;91770660;46;F;6000.0;2.0;820.0;0
5369;201909;60534641;25;M;1500.0;571.0;673.0;0
5370;201909;61880000;27;F;1500.0;538.0;664.0;1
5371;201906;80010180;52;M;8000.0;786.0;701.0;1
5372;201909;98300000;49;M;4250.0;820.0;778.0;1
5373;201906;11310090;26;F;5000.0;671.0;645.0;0
5374;201907;95590000;49;M;4800.0;353.0;728.0;1
5375;201909;61760000;23;F;2000.0;296.0;491.0;1
5376;201908;57051695;53;M;5000.0;397.0;635.0;1
5377;201906;74914642;26;F;3500.0;433.0;735.0;1
5378;201907;68625001;42;M;1936.0;775.0;667.0;1
5379;201908;72871078;26;F;2100.0;763.0;702.0;1
5380;201909;4408090;69;M;4850.0;710.0;736.0;1
5381;201907;91920000;49;M;4500.0;338.0;769.0;0
5382;201909;30421138;56;F;7000.0;809.0;722.0;1
5383;201908;97050460;51;F;5600.0;848.0;752.0;1
5384;201905;91755010;50;M;6700.0;423.0;608.0;1
5385;201908;69042630;42;M;4000.0;630.0;711.0;1
5386;201905;65900000;22;F;2200.0;457.0;645.0;1
5387;201907;68900020;43;M;2900.0;484.0;575.0;0
5388;201905;95110785;59;F;2600.0;747.0;608.0;1
5389;201905;88780000;49;M;3500.0;861.0;757.0;1
5390;201907;65922000;22;M;1200.0;675.0;613.0;1
5391;201909;65080160;23;F;2500.0;481.0;765.0;1
5392;201908;73330091;42;F;3200.0;688.0;628.0;1
5393;201907;44695000;47;M;1650.0;591.0;681.0;0
5394;201906;35930256;52;M;4600.6;621.0;636.0;1
5395;201908;2022021;50;M;6500.0;830.0;831.0;1
5396;201909;55900000;49;M;5690.0;462.0;596.0;0
5397;201906;22240006;66;M;4533.42;887.0;746.0;1
5398;201906;33600000;52;M;16000.0;440.0;806.0;1
5399;201909;65515000;23;F;3000.0;680.0;568.0;1
5400;201907;79580000;44;F;4445.0;679.0;767.0;1
5401;201907;23951350;58;M;2400.0;680.0;737.0;1
5402;201909;83750000;54;F;10000.0;875.0;676.0;1
5403;201907;60710590;41;M;4100.0;112.0;653.0;1
5404;201907;48300000;48;M;2800.0;425.0;669.0;0
5405;201907;44380000;46;F;1980.0;400.0;549.0;0
5406;201907;65917150;22;M;2000.0;417.0;663.0;0
5407;201907;69902425;43;M;4000.0;621.0;636.0;1
5408;201907;95010660;41;M;5500.0;465.0;639.0;1
5409;201909;59075250;51;M;7500.0;901.0;603.0;0
5410;201908;30150321;53;F;23000.0;722.0;787.0;1
5411;201907;13220080;52;F;3500.0;934.0;627.0;0
5412;201908;48880000;48;M;4000.0;515.0;834.0;1
5413;201906;87020090;49;M;12000.0;213.0;764.0;0
5414;201905;74343240;51;M;18000.0;674.0;687.0;1
5415;201907;72225377;45;M;2680.0;689.0;625.0;0
5416;201907;60440194;38;M;8000.0;507.0;630.0;0
5417;201909;81910180;51;M;7000.0;570.0;674.0;1
5418;201909;74740550;45;M;5500.0;658.0;721.0;1
5419;201909;31930210;52;M;5000.0;510.0;662.0;1
5420;201906;3164200;44;M;10000.0;850.0;788.0;1
5421;201909;86020510;53;M;3800.0;507.0;924.0;1
5422;201907;46430000;47;M;30000.0;853.0;740.0;0
5423;201909;74660370;41;M;3575.0;630.0;703.0;1
5424;201907;74180020;45;F;15000.0;876.0;771.0;1
5425;201907;9725200;37;M;13180.0;742.0;646.0;0
5426;201907;76450000;45;M;2330.0;377.0;648.0;0
5427;201909;65905090;41;M;3000.0;417.0;617.0;0
5428;201907;30160032;49;F;25000.0;736.0;756.0;1
5429;201907;94760000;45;M;4000.0;591.0;667.0;1
5430;201907;41341530;45;M;2800.0;207.0;678.0;0
5431;201908;89114262;55;M;3000.0;484.0;532.0;0
5432;201907;92480000;46;F;2800.0;467.0;727.0;0
5433;201909;21863425;62;F;2600.0;752.0;636.0;1
5434;201909;7704130;38;F;5000.0;744.0;703.0;0
5435;201906;2929000;65;F;1600.0;703.0;733.0;1
5436;201908;96077200;47;M;6500.0;763.0;691.0;1
5437;201905;76804405;40;M;3100.0;679.0;532.0;1
5438;201908;38401242;52;F;2500.0;282.0;571.0;0
5439;201906;69033510;40;M;3000.0;260.0;565.0;0
5440;201908;93950000;48;F;2500.0;753.0;761.0;1
5441;201907;66630020;40;F;3000.0;621.0;650.0;1
5442;201907;65071390;38;F;5500.0;521.0;754.0;1
5443;201908;79560000;45;F;6500.0;669.0;880.0;1
5444;201908;1403002;53;F;8000.0;461.0;765.0;1
5445;201909;7145329;52;;5000.0;735.0;706.0;1
5446;201909;25264150;69;F;6000.0;784.0;441.0;0
5447;201906;75837766;46;M;10500.0;286.0;643.0;0
5448;201909;76980000;41;M;2800.0;518.0;625.0;1
5449;201909;62015275;39;M;6925.0;630.0;641.0;0
5450;201907;25570700;58;M;3700.0;243.0;588.0;1
5451;201907;76811003;38;M;3699.6;501.0;803.0;1
5452;201907;69918814;41;M;1800.0;450.0;747.0;1
5453;201905;6680685;44;M;4000.0;459.0;762.0;1
5454;201909;37250000;51;M;4000.0;344.0;526.0;0
5455;201906;4360020;50;M;7400.0;504.0;662.0;1
5456;201909;12050080;70;M;4000.0;503.0;576.0;0
5457;201908;70680553;45;F;5000.0;524.0;554.0;0
5458;201907;69059500;39;M;1500.0;629.0;633.0;1
5459;201905;69074730;38;M;2050.0;431.0;554.0;1
5460;201908;69049020;39;M;1500.0;531.0;714.0;1
5461;201908;25720252;47;F;2313.0;839.0;742.0;1
5462;201909;9911190;66;M;4800.0;833.0;721.0;1
5463;201907;64045120;28;F;3800.0;534.0;510.0;1
5464;201906;37300000;51;F;1236.0;716.0;758.0;1
5465;201906;79950000;48;F;1000.0;666.0;716.0;1
5466;201906;79950000;48;F;1200.0;546.0;716.0;1
5467;201905;49004400;45;M;2500.0;853.0;675.0;1
5468;201906;65055354;38;M;5350.0;479.0;553.0;0
5469;201909;67130370;41;M;3900.0;694.0;726.0;1
5470;201909;78000000;42;M;5200.0;79.0;581.0;0
5471;201906;69015343;40;M;3000.0;280.0;524.0;1
5472;201905;94818560;48;M;4500.0;310.0;648.0;1
5473;201908;66060620;39;M;2360.0;465.0;585.0;0
5474;201907;69036500;39;F;5000.0;775.0;754.0;1
5475;201905;60110000;48;M;2500.0;770.0;680.0;1
5476;201905;74023010;44;M;7000.0;398.0;634.0;0
5477;201908;68038305;39;M;3500.0;630.0;737.0;1
5478;201906;49027130;46;F;11000.0;914.0;684.0;1
5479;201909;66070510;38;M;4000.0;808.0;625.0;1
5480;201909;79094430;42;M;5000.0;187.0;620.0;0
5481;201909;66650020;40;M;3890.42;375.0;734.0;0
5482;201907;86050450;52;F;6000.0;859.0;757.0;1
5483;201907;95778000;44;M;7690.0;591.0;748.0;0
5484;201906;68465000;41;F;2800.0;635.0;771.0;1
5485;201909;24466520;58;F;11200.0;845.0;827.0;1
5486;201909;22050001;58;M;16000.0;335.0;787.0;1
5487;201905;47850000;46;M;6500.0;548.0;802.0;1
5488;201906;72005670;43;M;15000.0;742.0;870.0;0
5489;201907;69029200;40;F;4500.0;649.0;705.0;0
5490;201908;66080350;42;F;4510.0;523.0;596.0;0
5491;201907;66810090;38;M;3000.0;395.0;486.0;0
5492;201906;91260370;38;F;6200.0;862.0;874.0;1
5493;201908;35604000;37;F;2000.0;661.0;774.0;1
5494;201905;88140000;48;F;3500.0;500.0;594.0;1
5495;201905;99052120;44;M;12000.0;501.0;626.0;1
5496;201909;20911291;57;F;4954.0;361.0;602.0;0
5497;201905;93548480;47;F;10000.0;833.0;749.0;1
5498;201905;35420000;52;F;3300.0;669.0;763.0;1
5499;201908;35420000;52;F;3300.0;594.0;726.0;1
5500;201909;76803596;38;F;11000.0;641.0;643.0;1
5501;201905;69036725;38;F;9574.0;646.0;702.0;1
5502;201909;60177340;44;F;2250.0;405.0;627.0;1
5503;201905;95865000;49;M;1221.0;610.0;611.0;1
5504;201906;68515000;40;M;2000.0;627.0;699.0;1
5505;201908;69902754;37;M;5000.0;814.0;725.0;0
5506;201905;83301644;51;M;11258.0;679.0;738.0;1
5507;201909;97547110;47;M;4000.0;570.0;717.0;1
5508;201907;70737080;35;M;3500.0;702.0;692.0;1
5509;201907;45821391;43;M;10700.0;850.0;690.0;1
5510;201909;75860000;43;M;3400.0;893.0;685.0;1
5511;201907;38414426;47;M;4508.18;587.0;797.0;1
5512;201906;74120050;49;F;12000.0;890.0;919.0;1
5513;201906;71720027;42;M;1600.0;685.0;904.0;0
5514;201905;69043415;37;F;8000.0;747.0;651.0;1
5515;201909;72240819;39;M;2200.0;839.0;693.0;1
5516;201909;70650131;39;M;4500.0;386.0;860.0;1
5517;201908;72260844;39;M;6076.0;660.0;679.0;1
5518;201909;87050390;50;M;7000.0;735.0;570.0;0
5519;201905;78055580;44;F;7500.0;643.0;661.0;0
5520;201906;68390000;36;M;4800.0;422.0;738.0;0
5521;201905;95701204;48;M;3750.0;313.0;590.0;1
5522;201909;66083340;38;M;5911.13;901.0;699.0;1
5523;201906;29258000;57;M;2800.0;691.0;648.0;0
5524;201908;89066328;50;M;6000.0;858.0;702.0;1
5525;201909;76820682;40;M;2647.0;761.0;587.0;0
5526;201909;87703320;49;F;5810.0;856.0;695.0;1
5527;201909;36880000;51;M;3000.0;613.0;667.0;0
5528;201909;72910010;25;M;5500.0;613.0;636.0;1
5529;201909;72920779;25;M;2100.0;727.0;551.0;0
5530;201906;42808049;44;M;5800.0;534.0;672.0;0
5531;201907;59091190;25;M;2000.0;811.0;681.0;1
5532;201907;76640000;21;F;1300.0;669.0;631.0;0
5533;201907;95630000;47;F;9500.0;313.0;620.0;0
5534;201907;91110560;47;M;2500.0;840.0;767.0;1
5535;201907;74483611;21;M;3000.0;528.0;689.0;1
5536;201909;74968045;22;M;1500.0;747.0;747.0;1
5537;201905;30880440;46;M;4000.0;858.0;734.0;1
5538;201908;74250030;48;M;2046.0;180.0;601.0;0
5539;201909;74363400;21;M;2000.0;517.0;741.0;1
5540;201909;52130315;22;;1480.0;584.0;768.0;1
5541;201909;58083125;58;M;60000.0;222.0;629.0;0
5542;201908;69090001;49;M;1400.0;517.0;715.0;1
5543;201906;69040080;37;M;6000.0;868.0;684.0;0
5544;201907;16200033;69;M;4000.0;668.0;684.0;1
5545;201909;89120000;46;M;3500.0;568.0;577.0;0
5546;201907;55330000;49;M;8200.0;398.0;666.0;0
5547;201909;85605580;50;M;1500.0;850.0;829.0;1
5548;201908;6604130;53;F;5380.31;826.0;756.0;1
5549;201909;18970252;65;M;12000.0;713.0;746.0;1
5550;201906;59082000;28;F;3060.0;582.0;755.0;1
5551;201907;68527000;38;M;1500.0;461.0;683.0;1
5552;201907;72320301;38;F;5850.0;739.0;741.0;1
5553;201909;30240090;51;M;2300.0;646.0;640.0;1
5554;201908;25730050;59;F;6000.0;847.0;834.0;1
5555;201909;69010420;37;M;2500.0;674.0;668.0;1
5556;201906;88103400;34;F;30000.0;820.0;775.0;1
5557;201906;93520370;45;F;2500.0;568.0;613.0;0
5558;201906;69040170;59;F;12000.0;882.0;824.0;1
5559;201905;69054020;36;M;1900.0;585.0;661.0;0
5560;201905;88110675;49;F;2600.0;867.0;660.0;1
5561;201908;97340000;44;F;1400.0;450.0;562.0;0
5562;201907;29104015;48;M;2200.0;601.0;653.0;1
5563;201909;33930500;35;M;50000.0;803.0;634.0;0
5564;201907;20770240;57;F;7500.0;601.0;643.0;0
5565;201908;97060491;44;M;6100.0;764.0;758.0;1
5566;201908;74934660;41;F;3500.0;839.0;798.0;1
5567;201905;13426159;64;M;3720.0;598.0;793.0;1
5568;201906;43700000;47;F;5567.94;2.0;699.0;0
5569;201908;6867470;42;M;4970.0;573.0;651.0;1
5570;201908;71720555;37;F;10000.0;867.0;632.0;0
5571;201906;75390269;38;F;2800.0;500.0;697.0;1
5572;201907;72425010;37;M;2900.0;675.0;651.0;0
5573;201907;78780000;43;M;4200.0;696.0;653.0;0
5574;201909;72236800;38;F;2000.0;2.0;591.0;0
5575;201907;81560570;48;F;7503.84;689.0;692.0;1
5576;201906;88095040;46;M;2440.0;619.0;772.0;1
5577;201908;72871091;37;M;5000.0;506.0;612.0;0
5578;201908;39960000;54;M;3000.0;99.0;538.0;0
5579;201907;69914547;35;M;1431.0;447.0;651.0;1
5580;201905;71515130;37;M;4000.0;515.0;672.0;0
5581;201909;68628484;36;F;4000.0;896.0;809.0;1
5582;201909;82650320;52;F;2200.0;523.0;739.0;1
5583;201908;60540184;41;F;1500.0;528.0;759.0;1
5584;201907;83005560;46;F;3500.0;622.0;787.0;1
5585;201909;88107386;47;M;2400.0;512.0;624.0;1
5586;201905;72314312;33;F;2300.0;331.0;671.0;1
5587;201908;28051070;59;F;4500.0;689.0;543.0;0
5588;201908;72007725;33;M;5000.0;347.0;725.0;0
5589;201907;76993000;36;F;3500.0;613.0;658.0;1
5590;201908;79830030;25;F;2660.0;621.0;721.0;1
5591;201905;51111100;48;F;7000.0;707.0;662.0;1
5592;201908;71825405;29;F;5500.0;722.0;752.0;1
5593;201907;74855340;31;M;4000.0;854.0;732.0;1
5594;201908;95840000;43;M;2700.0;478.0;799.0;1
5595;201909;38411446;47;M;1500.0;65.0;508.0;0
5596;201905;86990000;47;F;8500.0;792.0;640.0;0
5597;201908;88303301;45;M;2520.0;680.0;777.0;1
5598;201907;55540000;49;M;2156.8;288.0;584.0;0
5599;201906;75702030;31;M;30000.0;752.0;776.0;0
5600;201906;31170170;51;F;11000.0;604.0;665.0;0
